ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,MntTotal,TotalPurchases,TotalCampaignsAccepted,Customer_Tenure_Days,Family_Size,Has_Children,RFM_Segment,KMeans_Cluster
7378,1981,Master,In_Couple,42021.0,1,0,2012-08-31,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,0,33,573,22,1,852,3,1,Champions,Budget Families
7646,1989,Graduation,Single,64449.0,1,0,2014-02-18,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,0,25,805,24,0,316,2,1,Loyal,Affluent Regulars
1640,1954,Graduation,Single,64587.0,1,1,2014-06-22,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,0,60,108,8,0,192,3,1,Lost,Budget Families
5184,1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,19,23,4,0,280,1,0,Lost,Budget Families
8492,1978,Graduation,In_Couple,75437.0,0,0,2013-11-09,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,36,1493,23,1,417,2,0,Champions,Affluent Regulars
11188,1957,Graduation,In_Couple,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,57,89,9,0,309,4,1,Lost,Budget Families
1212,1973,Graduation,In_Couple,52845.0,1,0,2013-08-13,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0,41,936,25,1,505,3,1,Champions,Affluent Regulars
9097,1956,Graduation,Single,46086.0,0,1,2013-11-03,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,0,58,343,16,0,423,2,1,Lost,Budget Families
10473,1956,PhD,Single,78028.0,0,1,2012-09-10,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,1,58,528,20,3,842,2,1,Champions,Campaign Enthusiasts
7962,1987,PhD,Single,95169.0,0,0,2013-10-09,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,1,27,1901,12,3,448,1,0,Champions,Campaign Enthusiasts
9984,1981,2n Cycle,In_Couple,56337.0,1,1,2013-03-27,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,1,33,724,22,3,644,4,1,Champions,Campaign Enthusiasts
5527,1987,Graduation,In_Couple,22434.0,1,0,2013-02-13,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,27,58,7,0,686,3,1,Lost,Budget Families
6374,1954,PhD,In_Couple,36930.0,0,1,2013-05-17,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0,60,297,16,0,593,3,1,Lost,Budget Families
7453,1954,Graduation,Single,36130.0,0,1,2013-02-02,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,1,60,488,21,2,697,2,1,Champions,Campaign Enthusiasts
8952,1953,Master,In_Couple,65569.0,0,1,2012-11-05,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,0,61,859,23,0,786,3,1,At Risk,Affluent Regulars
241,1952,Graduation,In_Couple,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,62,1574,20,1,598,2,0,Loyal,Affluent Regulars
8975,1968,Graduation,In_Couple,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,0,46,69,10,1,339,4,1,Lost,Budget Families
6119,1963,PhD,Single,36736.0,1,1,2013-05-10,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,51,17,4,0,600,3,1,Lost,Budget Families
5236,1979,Graduation,In_Couple,77568.0,0,1,2012-08-25,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0,35,2194,21,3,858,3,1,Champions,Campaign Enthusiasts
5723,1976,PhD,In_Couple,49187.0,0,1,2014-01-11,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,0,38,116,8,0,354,3,1,Lost,Budget Families
1710,1978,Graduation,Single,30168.0,1,0,2013-03-07,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,36,279,18,0,664,2,1,Lost,Budget Families
1970,1968,Master,In_Couple,34053.0,0,1,2012-09-10,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,0,46,103,7,0,842,3,1,Lost,Budget Families
5313,1971,Master,In_Couple,38196.0,1,1,2014-04-18,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0,43,44,9,0,257,4,1,Lost,Budget Families
10634,1951,Master,In_Couple,59412.0,0,0,2014-04-19,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,63,406,15,0,256,2,0,Lost,Affluent Regulars
7010,1965,2n Cycle,In_Couple,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,49,1363,20,1,268,2,0,Champions,Affluent Regulars
8562,1969,Graduation,In_Couple,54165.0,0,0,2013-05-28,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,0,45,236,11,0,582,2,0,Lost,Budget Families
3158,1973,Graduation,In_Couple,32300.0,1,0,2013-01-03,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0,41,39,5,0,727,3,1,Lost,Budget Families
4436,1976,Graduation,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,38,137,8,0,679,1,0,Lost,Budget Families
5287,1973,Graduation,In_Couple,34961.0,1,0,2014-06-19,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,41,79,10,0,195,3,1,Lost,Budget Families
2445,1974,PhD,In_Couple,28440.0,1,0,2013-07-07,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,0,40,63,6,0,542,3,1,Lost,Budget Families
6059,1953,PhD,In_Couple,64504.0,1,2,2013-03-04,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,1,61,1314,25,1,667,5,1,At Risk,Affluent Regulars
4550,1966,Master,In_Couple,33564.0,0,1,2014-06-24,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0,48,71,6,0,190,3,1,Lost,Budget Families
4240,1978,Graduation,In_Couple,17345.0,1,0,2012-11-03,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0,36,58,7,0,788,3,1,Lost,Budget Families
8911,1967,PhD,In_Couple,56320.0,0,1,2013-04-08,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,47,702,21,0,632,3,1,Champions,Budget Families
3706,1978,Graduation,Single,28647.0,1,0,2013-08-21,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,1,36,94,7,2,497,2,1,Lost,Budget Families
3628,1987,Basic,Single,15038.0,1,0,2013-01-29,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,0,27,80,7,0,701,2,1,Lost,Budget Families
10175,1958,PhD,Single,32173.0,0,1,2013-08-01,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,0,56,22,5,0,517,2,1,Lost,Budget Families
8985,1964,2n Cycle,In_Couple,68316.0,0,1,2012-11-04,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,50,1211,32,0,787,3,1,Loyal,Affluent Regulars
5204,1971,Graduation,In_Couple,74538.0,0,0,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,1,43,1461,22,2,550,2,0,Champions,Campaign Enthusiasts
9220,1971,Graduation,Single,91700.0,0,0,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,1,43,1968,20,1,713,1,0,Loyal,Affluent Regulars
9888,1969,Graduation,In_Couple,68695.0,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,45,1091,16,0,189,2,0,Champions,Affluent Regulars
5263,1977,2n Cycle,In_Couple,31056.0,1,0,2013-01-22,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,0,37,55,5,0,708,3,1,Lost,Budget Families
1020,1973,Graduation,In_Couple,79593.0,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,41,1366,19,1,233,2,0,Loyal,Affluent Regulars
9503,1980,Graduation,Single,28071.0,0,0,2012-08-29,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0,34,313,13,0,854,1,0,Lost,Budget Families
10613,1958,PhD,In_Couple,37334.0,1,1,2014-02-26,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,0,56,62,11,0,308,4,1,Lost,Budget Families
67,1972,Master,Single,46423.0,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,42,92,9,0,469,3,1,Lost,Budget Families
6019,1971,PhD,In_Couple,37126.0,1,0,2014-03-30,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,1,43,72,6,2,276,3,1,Lost,Budget Families
5863,1953,Graduation,In_Couple,47703.0,0,1,2013-05-29,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,0,61,655,21,0,581,3,1,At Risk,Budget Families
3717,1959,Graduation,In_Couple,61180.0,0,1,2014-04-23,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0,55,704,18,1,252,3,1,Loyal,Affluent Regulars
6730,1954,Graduation,In_Couple,38998.0,1,1,2012-11-03,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0,60,54,8,0,788,4,1,Lost,Budget Families
10749,1991,Graduation,Single,8028.0,0,0,2012-09-18,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0,23,178,16,0,834,1,0,Lost,Budget Families
4998,1962,Graduation,In_Couple,76081.0,0,0,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,52,1033,14,1,222,2,0,Lost,Affluent Regulars
6287,1986,Graduation,In_Couple,34728.0,1,0,2013-07-30,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,1,28,36,5,1,519,3,1,Lost,Budget Families
5985,1965,Master,Single,33168.0,0,1,2012-10-13,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,49,122,10,0,809,2,1,Lost,Budget Families
4754,1966,Master,In_Couple,33585.0,0,1,2013-09-25,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,48,122,7,0,462,3,1,Lost,Budget Families
4002,1960,PhD,In_Couple,77037.0,0,1,2013-10-13,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,54,1123,27,0,444,3,1,Champions,Affluent Regulars
8870,1984,Graduation,In_Couple,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,1,30,497,18,1,778,3,1,Loyal,Budget Families
966,1966,Graduation,In_Couple,44529.0,0,1,2013-07-05,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,0,48,691,25,1,544,3,1,At Risk,Budget Families
4767,1965,2n Cycle,In_Couple,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,49,1363,20,1,268,2,0,Champions,Affluent Regulars
9725,1966,PhD,In_Couple,28764.0,1,1,2014-06-05,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,48,12,4,1,209,4,1,Lost,Budget Families
4475,1949,PhD,In_Couple,69098.0,0,0,2013-02-16,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,65,2440,25,0,683,2,0,At Risk,Affluent Regulars
5740,1970,2n Cycle,Single,25959.0,1,1,2013-02-14,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,44,56,7,1,685,3,1,Lost,Budget Families
5731,1983,Master,In_Couple,27100.0,1,0,2013-04-05,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,31,37,5,0,635,3,1,Lost,Budget Families
7290,1985,Graduation,Single,70596.0,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,29,968,21,0,817,1,0,Loyal,Affluent Regulars
3846,1974,Graduation,In_Couple,42557.0,0,1,2012-08-29,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0,40,270,15,0,854,3,1,Lost,Budget Families
8104,1951,PhD,In_Couple,53312.0,0,0,2013-08-09,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,63,278,12,0,509,2,0,Lost,Budget Families
4507,1952,Graduation,Single,72228.0,0,0,2012-11-27,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,62,1250,22,0,764,1,0,At Risk,Affluent Regulars
11013,1987,Graduation,In_Couple,67605.0,0,0,2013-03-31,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,27,938,17,0,640,2,0,At Risk,Affluent Regulars
4491,1949,Master,In_Couple,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,65,1178,28,1,821,4,1,Champions,Affluent Regulars
3759,1958,Graduation,In_Couple,65196.0,0,2,2013-07-25,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,56,1155,26,1,524,4,1,Champions,Affluent Regulars
1162,1987,PhD,Single,42000.0,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,27,653,20,1,720,1,0,Champions,Budget Families
2055,1973,PhD,Single,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,41,49,6,1,226,3,1,Lost,Budget Families
10766,1964,PhD,In_Couple,65526.0,0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,50,506,17,0,264,3,1,Champions,Affluent Regulars
4415,1961,Graduation,In_Couple,16860.0,1,1,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,53,38,8,0,840,4,1,Lost,Budget Families
3005,1992,Graduation,Single,83528.0,0,0,2014-05-01,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,22,1650,23,3,244,1,0,Champions,Campaign Enthusiasts
2223,1965,2n Cycle,Single,64176.0,0,1,2012-08-03,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,49,1826,33,0,880,2,1,Loyal,Affluent Regulars
4817,1956,Graduation,Single,22304.0,0,0,2012-08-04,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,58,18,4,0,879,1,0,Lost,Budget Families
2875,1978,Graduation,In_Couple,67023.0,0,0,2014-03-04,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,36,906,24,0,302,2,0,At Risk,Affluent Regulars
10536,1971,PhD,In_Couple,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,43,46,8,0,220,3,1,Lost,Budget Families
11112,1966,Graduation,In_Couple,70713.0,0,1,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,48,1477,25,0,758,3,1,Champions,Affluent Regulars
3807,1955,Graduation,In_Couple,59925.0,0,1,2012-11-30,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,59,766,23,0,761,3,1,At Risk,Affluent Regulars
9197,1953,Graduation,In_Couple,39722.0,0,1,2014-02-24,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,61,47,7,0,310,3,1,Lost,Budget Families
10832,1958,Graduation,In_Couple,46610.0,0,0,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,56,467,14,0,531,2,0,Lost,Budget Families
6421,1961,Graduation,In_Couple,88347.0,0,0,2013-07-03,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,53,2116,21,1,546,2,0,Champions,Affluent Regulars
4207,1981,PhD,In_Couple,87171.0,0,0,2013-05-01,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,33,1298,25,2,609,2,0,Champions,Campaign Enthusiasts
577,1976,2n Cycle,In_Couple,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,38,22,6,0,498,4,1,Lost,Budget Families
10855,1968,Master,Single,50014.0,1,0,2014-01-22,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,46,396,15,0,343,2,1,Lost,Budget Families
3081,1978,PhD,In_Couple,41014.0,1,0,2013-04-22,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,36,20,4,0,618,3,1,Lost,Budget Families
3535,1965,Graduation,Single,66294.0,0,0,2014-03-17,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,49,967,13,0,289,1,0,Lost,Affluent Regulars
247,1971,Graduation,In_Couple,36715.0,1,0,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,43,357,19,1,774,3,1,Lost,Budget Families
8707,1956,Graduation,In_Couple,79456.0,0,0,2012-08-22,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,58,1401,16,1,861,2,0,Champions,Affluent Regulars
9523,1982,Graduation,In_Couple,40479.0,1,0,2013-08-17,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,32,15,4,0,501,3,1,Lost,Budget Families
6072,1970,Master,Single,75345.0,0,0,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,44,2087,20,2,697,1,0,Champions,Campaign Enthusiasts
6295,1977,Graduation,In_Couple,54233.0,0,1,2013-02-04,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,37,981,26,0,695,3,1,Champions,Affluent Regulars
10914,1970,Graduation,Single,24163.0,1,1,2013-10-12,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,44,17,6,0,445,3,1,Lost,Budget Families
1509,1958,PhD,In_Couple,84460.0,0,0,2013-01-04,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,56,523,22,5,726,2,0,At Risk,Campaign Enthusiasts
5577,1983,Graduation,In_Couple,43776.0,1,0,2014-05-03,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,31,23,4,0,242,3,1,Lost,Budget Families
7348,1958,PhD,Single,71691.0,0,0,2014-03-17,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,56,1192,17,1,289,1,0,Champions,Affluent Regulars
1127,1973,PhD,In_Couple,85844.0,0,0,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,41,1958,20,1,216,2,0,Loyal,Affluent Regulars
1833,1974,PhD,Single,39190.0,1,0,2014-04-26,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,40,133,9,0,249,2,1,Lost,Budget Families
4944,1959,Graduation,In_Couple,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,55,777,17,0,495,2,0,Champions,Affluent Regulars
9080,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,42,73,9,0,557,3,1,Lost,Budget Families
6466,1965,PhD,In_Couple,57236.0,1,1,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,49,121,10,0,294,4,1,Lost,Budget Families
9964,1979,Graduation,Single,61825.0,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,35,424,15,0,511,2,1,Lost,Budget Families
4790,1958,Graduation,Single,79803.0,0,1,2014-06-02,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,56,868,13,0,212,2,1,Lost,Affluent Regulars
10245,1986,2n Cycle,Single,80910.0,0,0,2012-10-31,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,28,756,15,0,791,1,0,Lost,Affluent Regulars
1109,1982,Master,In_Couple,27590.0,1,0,2013-04-23,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,32,12,4,0,617,3,1,Lost,Budget Families
6001,1979,Graduation,In_Couple,56775.0,0,1,2013-01-02,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,35,937,25,0,728,3,1,Loyal,Affluent Regulars
5538,1975,Graduation,Single,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,39,1862,17,4,449,1,0,At Risk,Campaign Enthusiasts
10552,1979,2n Cycle,In_Couple,54210.0,0,1,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,35,367,14,0,590,3,1,Lost,Budget Families
1545,1986,Graduation,In_Couple,38508.0,1,0,2013-08-02,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,28,443,20,0,516,3,1,At Risk,Budget Families
7409,1970,Graduation,In_Couple,53187.0,1,0,2013-10-26,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,44,267,13,0,431,3,1,Lost,Budget Families
4444,1972,Graduation,In_Couple,30023.0,1,0,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,42,61,6,0,282,3,1,Lost,Budget Families
146,1960,PhD,Single,76045.0,0,0,2013-11-15,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,54,1323,21,1,411,1,0,At Risk,Affluent Regulars
6271,1952,PhD,In_Couple,50870.0,0,1,2014-06-19,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,62,63,6,0,195,3,1,Lost,Budget Families
10065,1970,2n Cycle,In_Couple,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,44,64,8,0,515,2,0,Lost,Budget Families
4741,1974,2n Cycle,In_Couple,65463.0,1,0,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,40,562,19,1,335,3,1,Champions,Affluent Regulars
246,1965,Graduation,In_Couple,66480.0,1,1,2014-05-31,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,49,312,19,0,214,4,1,Lost,Budget Families
375,1954,Graduation,Single,76773.0,0,0,2013-02-25,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,60,1156,16,0,674,1,0,At Risk,Affluent Regulars
1524,1983,2n Cycle,Single,81698.0,0,0,2013-03-01,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,31,1104,16,2,670,1,0,Champions,Campaign Enthusiasts
10022,1973,PhD,Single,54466.0,1,1,2014-02-09,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,41,16,4,0,325,3,1,Lost,Budget Families
7451,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,54,2008,19,1,317,1,0,Champions,Affluent Regulars
11010,1984,PhD,Single,16269.0,1,0,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,30,44,9,0,488,2,1,Lost,Budget Families
4356,1971,Graduation,In_Couple,71819.0,0,1,2013-08-28,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,43,1574,14,2,490,3,1,Loyal,Campaign Enthusiasts
3885,1983,PhD,In_Couple,33569.0,1,0,2013-10-16,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,31,63,5,2,441,3,1,Lost,Budget Families
1175,1983,Master,In_Couple,36262.0,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,31,426,12,2,467,2,0,Lost,Campaign Enthusiasts
880,1966,Basic,In_Couple,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,48,96,6,0,714,2,0,Lost,Budget Families
2320,1978,2n Cycle,In_Couple,47025.0,0,1,2013-09-12,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,36,635,23,0,475,3,1,At Risk,Budget Families
850,1968,Graduation,Single,70566.0,0,1,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,46,757,22,0,451,2,1,Champions,Affluent Regulars
4713,1979,PhD,In_Couple,31605.0,1,0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,35,125,9,0,769,3,1,Lost,Budget Families
675,1973,Master,Single,52034.0,1,1,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,41,332,16,0,593,3,1,Lost,Budget Families
5025,1979,Graduation,Single,48526.0,1,0,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,35,135,8,0,372,2,1,Lost,Budget Families
2308,1954,Graduation,In_Couple,46734.0,0,1,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,60,330,14,0,773,3,1,Lost,Budget Families
5995,1962,Graduation,Single,39552.0,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,52,384,20,1,743,3,1,Lost,Budget Families
6749,1966,Graduation,Single,86358.0,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,48,1722,18,0,875,3,1,At Risk,Affluent Regulars
1010,1977,Graduation,In_Couple,46931.0,2,1,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,37,78,7,0,251,5,1,Lost,Budget Families
8977,1985,Basic,Single,16581.0,0,0,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,29,24,4,0,718,1,0,Lost,Budget Families
4756,1952,2n Cycle,Single,63998.0,0,0,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,62,1168,25,1,376,1,0,Champions,Affluent Regulars
3412,1951,Master,In_Couple,67381.0,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,63,957,17,1,715,3,1,Loyal,Affluent Regulars
606,1967,Graduation,Single,25930.0,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,47,15,4,0,447,3,1,Lost,Budget Families
5961,1978,Graduation,In_Couple,42693.0,1,0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,36,57,5,0,207,3,1,Lost,Budget Families
2975,1976,Graduation,In_Couple,85606.0,0,1,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,38,1956,24,1,779,3,1,At Risk,Affluent Regulars
2894,1985,Graduation,Single,72903.0,0,0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,29,2013,21,4,428,1,0,Loyal,Campaign Enthusiasts
